   missn_time ,   Vind_kias ,   Vind_keas ,   Vtrue_ktas ,   Vtrue_ktgs ,   Machratio ,   VVI_fpm ,   Gloadnorml ,   Gloadaxial ,   Gload_side ,   pitch_deg ,   roll_deg ,   hding_true ,   hding_mag ,   alpha_deg ,   beta_deg ,   hpath_deg ,   vpath_deg ,   slip_deg ,   altftmsl ,   altftagl ,   onrunwy ,   dist__ft ,   N1_1_pcnt ,   Ngear__lb ,   MLgear__lb ,   MRgear__lb ,   L/Dratio ,   cltotal ,   cdtotal,
46.42305,103.72702,107.30593,104.03057,78.80218,0.16217,1430.05798,1.17567,0.21238,-0.12159,14.4225,2.72121,96.02978,72.28815,2.91619,-3.48552,102.19729,12.43509,1.8704,101.36234,73.15989,0,1485.96472,93.65852,0,0,0,7.34082,0.9449,0.12872, 
46.53775,103.57072,107.02519,103.76281,78.71277,0.16176,1461.57117,1.2114,0.22669,-0.12661,14.26349,1.32635,96.0765,72.33479,3.54453,-3.35925,102.08608,12.79673,1.64462,104.66371,76.55756,0,1501.21008,93.66053,0,0,0,7.32186,0.97629,0.13334, 
46.64041,102.66025,105.99349,102.76667,78.67538,0.16021,1491.66028,1.25622,0.24486,-0.09306,14.14868,-0.058,96.33868,72.59688,4.33326,-2.38392,101.97523,13.18655,1.4708,107.70399,79.6682,0,1514.84253,93.66287,0,0,0,7.55979,1.03087,0.13636, 
46.74025,101.66318,105.00977,101.81696,78.6751,0.15873,1523.30396,1.2819,0.25642,-0.05076,14.07306,-1.46624,96.75427,73.01241,4.76467,-1.18121,101.87311,13.60973,1.34804,110.75368,82.61365,0,1528.10022,93.66536,0,0,0,7.81677,1.07193,0.13713, 
46.82766,100.97275,104.3009,101.1331,78.69133,0.15766,1553.07874,1.26864,0.256,-0.00726,14.01633,-2.77801,97.19669,73.45477,4.70615,-0.04414,101.80206,13.98031,1.28535,113.50379,85.21562,0,1539.70825,93.66754,0,0,0,7.93661,1.07643,0.13563, 
46.93372,100.15265,103.09827,99.97161,78.70556,0.15585,1591.2699,1.1663,0.24306,0.04251,13.92592,-4.55337,97.7505,74.0085,3.79127,1.03436,101.74081,14.35108,1.26984,116.9305,88.7838,0,1553.79578,93.67003,0,0,0,7.94187,1.01584,0.12791, 
47.01252,98.87749,101.84977,98.76433,78.69843,0.15397,1619.84656,1.04165,0.22876,0.06964,13.84585,-5.94453,98.13055,74.38849,2.61316,1.50679,101.70838,14.48024,1.29908,119.51688,91.17352,0,1564.26416,93.67177,0,0,0,7.80492,0.93289,0.11953, 
47.12397,98.14871,101.24461,98.18217,78.65546,0.15307,1657.66333,0.90228,0.21079,0.09113,13.74408,-7.93331,98.56187,74.81973,1.21744,1.76202,101.6724,14.45836,1.39179,123.18359,94.89658,0,1579.06274,93.67403,0,0,0,7.36182,0.82116,0.11154, 
47.22275,98.25994,101.43742,98.37337,78.59445,0.15337,1686.59448,0.84775,0.20317,0.09715,13.70963,-9.65475,98.80529,75.06308,0.73419,1.76741,101.62939,14.31726,1.50782,126.40803,98.18484,0,1592.17029,93.6758,0,0,0,7.01655,0.76911,0.10961, 
47.31139,98.66875,101.87245,98.79887,78.53592,0.15403,1708.45435,0.86753,0.20501,0.09622,13.75433,-11.12726,98.89449,75.15221,1.04713,1.77409,101.56407,14.17917,1.61778,129.26913,101.11174,0,1603.92224,93.67724,0,0,0,6.9951,0.7785,0.11129, 
47.41225,99.11056,102.33636,99.25307,78.47883,0.15474,1729.27209,0.95494,0.21627,0.09667,13.9036,-12.69387,98.85445,75.11211,2.04918,1.97859,101.43764,14.10188,1.72977,132.49911,104.17101,0,1617.28723,93.67874,0,0,0,7.20639,0.84572,0.11736, 
47.50848,99.33566,102.63834,99.54998,78.44376,0.15521,1746.85486,1.06228,0.23306,0.10507,14.13391,-14.07136,98.68652,74.94411,3.24334,2.50309,101.25935,14.16235,1.82454,135.57935,107.3381,0,1630.02844,93.68005,0,0,0,7.34687,0.9326,0.12694, 
47.58421,99.285,102.72596,99.63818,78.43131,0.15535,1760.46887,1.14356,0.24682,0.11638,14.34749,-15.08215,98.47516,74.7327,3.99579,3.07953,101.08117,14.31005,1.897,138.02397,109.66351,0,1640.05432,93.68098,0,0,0,7.45877,1.00154,0.13428, 
47.69425,98.9817,102.50252,99.42608,78.4283,0.15502,1781.64294,1.20579,0.2588,0.13699,14.63373,-16.441,98.0607,74.31815,4.48159,3.97642,100.78229,14.63078,2.0099,141.63696,113.13172,0,1654.62109,93.68211,0,0,0,7.51644,1.0615,0.14122, 
47.79268,98.57044,102.11516,99.05466,78.42313,0.15444,1802.79565,1.18521,0.25593,0.15047,14.80657,-17.38173,97.6041,73.86148,4.16368,4.65888,100.49858,14.93569,2.12616,144.93945,116.47656,0,1667.64929,93.68228,0,0,0,7.46491,1.05333,0.1411, 
47.8807,98.13871,101.6131,98.57142,78.40174,0.15369,1823.1073,1.1401,0.24569,0.15726,14.83003,-17.93451,97.14082,73.39815,3.39141,4.95986,100.25097,15.16718,2.24303,147.94537,119.55368,0,1679.29883,93.68117,0,0,0,7.49338,1.02566,0.13688, 
47.98181,97.61836,100.98438,97.96609,78.35495,0.15275,1847.02673,1.06062,0.23392,0.13967,14.64517,-18.37055,96.56252,72.81977,2.61658,4.65472,99.97381,15.33373,2.38319,151.43979,122.81876,0,1692.67346,93.67822,0,0,0,7.4241,0.96763,0.13034, 
48.06441,97.23921,100.42613,97.42798,78.30497,0.15191,1865.96875,0.98965,0.22554,0.12047,14.34867,-18.6749,96.06541,72.3226,1.92469,4.19286,99.74213,15.37695,2.48359,154.31004,125.73738,0,1703.59412,93.67467,0,0,0,7.39045,0.91449,0.12374, 
48.1715,96.63531,99.70559,96.73385,78.22697,0.15083,1888.09814,0.87089,0.21364,0.08788,13.83625,-19.09764,95.40594,71.66306,0.92382,3.46799,99.4395,15.28487,2.59032,158.0208,129.60818,0,1717.73853,93.66926,0,0,0,7.03991,0.81907,0.11635, 
48.26901,96.07618,99.04081,96.09312,78.1429,0.14983,1904.00452,0.74848,0.20442,0.0584,13.38658,-19.56197,94.79369,71.05073,0.15486,2.77215,99.16689,15.01718,2.65273,161.35341,132.77826,0,1730.60498,93.66441,0,0,0,6.28934,0.71586,0.11382, 
48.36435,95.53561,98.4296,95.50413,78.05491,0.14892,1913.96497,0.69063,0.20134,0.036,13.12765,-20.11279,94.16136,70.41833,-0.26159,2.056,98.89745,14.63382,2.68155,164.53511,136.09042,0,1743.17029,93.66036,0,0,0,5.9598,0.67037,0.11248, 
48.45191,94.98292,97.83361,94.92931,77.97511,0.14802,1917.82483,0.67469,0.2026,0.01966,13.08046,-20.70174,93.55367,69.81059,-0.30831,1.44126,98.63068,14.23652,2.67639,167.37555,138.968,0,1754.69934,93.65731,0,0,0,5.91914,0.66294,0.112, 
48.55286,94.44648,97.2233,94.34115,77.88757,0.14711,1915.99451,0.69374,0.20821,0.00184,13.23889,-21.4617,92.82914,69.08597,0.09222,0.74831,98.28728,13.7726,2.6357,170.55034,141.79807,0,1767.97681,93.65453,0,0,0,6.10621,0.6881,0.11269, 
48.64858,93.87431,96.68947,93.82678,77.80888,0.1463,1908.82861,0.74968,0.21719,-0.01506,13.58119,-22.24167,92.13116,68.38793,0.92846,0.18029,97.90668,13.37332,2.56338,173.46603,144.839,0,1780.55127,93.6525,0,0,0,6.43505,0.74806,0.11625, 
48.74368,93.39854,96.23631,93.39053,77.73239,0.14563,1897.71887,0.83722,0.22936,-0.02833,14.07323,-23.0289,91.44968,67.70638,2.07595,-0.26958,97.46048,13.06001,2.46877,176.28621,147.70815,0,1793.03308,93.65102,0,0,0,6.78846,0.83883,0.12357, 
48.8382,92.97315,95.95331,93.11926,77.65601,0.1452,1884.28979,0.94166,0.24561,-0.03729,14.67159,-23.78699,90.80863,67.06525,3.46152,-0.54455,96.93935,12.86155,2.36289,179.0352,150.06168,0,1805.427,93.65003,0,0,0,7.02884,0.94466,0.1344, 
48.94868,92.65714,95.94719,93.11713,77.57011,0.1452,1867.84412,1.11367,0.27715,-0.02389,15.46647,-24.61673,90.13593,66.39247,5.6406,-0.12181,96.22729,12.8134,2.23897,182.21591,153.48524,0,1819.89856,93.6494,0,0,0,7.24181,1.11234,0.1536, 
49.04658,92.95863,96.89822,94.04368,77.51696,0.14665,1855.53223,1.32708,0.3181,0.01607,16.16622,-25.23727,89.62157,65.87804,7.78737,1.12682,95.50127,13.0594,2.17525,185.06052,156.33551,0,1832.71008,93.64928,0,0,0,7.39267,1.29754,0.17552, 
49.14238,94.18234,98.66039,95.75751,77.48049,0.14932,1848.91602,1.49449,0.34337,0.05032,16.69739,-25.63786,89.2286,65.485,8.78217,2.16496,94.71135,13.55596,2.15296,187.92876,159.16466,0,1845.23901,93.64957,0,0,0,7.50889,1.41057,0.18785, 
49.22702,95.68964,100.40879,97.45767,77.44769,0.15198,1849.245,1.56033,0.34195,0.07282,16.91083,-25.75477,89.01762,65.27397,8.58918,2.83303,93.97959,14.12348,2.15444,190.56917,161.84483,0,1856.30518,93.65023,0,0,0,7.70771,1.42347,0.18468, 
49.3307,98.09118,102.58201,99.57152,77.38824,0.15527,1858.16064,1.51848,0.30898,0.08989,16.78286,-25.61246,88.94389,65.20014,7.28331,3.34858,93.10587,14.8301,2.17598,193.95052,164.93785,0,1869.85193,93.65166,0,0,0,7.88929,1.32894,0.16845, 
49.40884,99.77084,103.91969,100.87344,77.32299,0.15731,1870.16199,1.41649,0.27421,0.0983,16.42165,-25.34016,89.00311,65.25931,5.80733,3.55105,92.50283,15.28038,2.2039,196.59512,167.69611,0,1880.05322,93.6533,0,0,0,7.96276,1.20957,0.1519, 
49.52287,101.40452,105.17379,102.09597,77.20232,0.15921,1892.67944,1.21591,0.22937,0.10133,15.59302,-24.78848,89.19719,65.45331,3.53841,3.70144,91.74615,15.71557,2.26167,200.56223,171.6949,0,1894.92078,93.65664,0,0,0,7.77079,1.01652,0.13081, 
49.62785,101.93925,105.32618,102.24891,77.07937,0.15946,1914.90356,1.02584,0.20472,0.09811,14.72667,-24.23236,89.3832,65.63924,1.96577,3.69868,91.1926,15.83339,2.3337,204.26474,175.41026,0,1908.58801,93.66061,0,0,0,7.08763,0.8575,0.12099, 
49.71025,101.59677,104.78844,101.73075,76.98827,0.15865,1930.91248,0.91725,0.19848,0.09134,14.11844,-23.81853,89.46913,65.72511,1.26378,3.58703,90.83215,15.77007,2.40078,207.16629,178.41197,0,1919.29919,93.66421,0,0,0,6.60794,0.77591,0.11742, 
49.82845,100.32161,103.2407,100.23355,76.88221,0.15632,1949.45227,0.85241,0.20312,0.08056,13.50716,-23.31531,89.43936,65.69526,1.10758,3.17359,90.36855,15.54332,2.49493,211.28241,182.34067,0,1934.64502,93.66981,0,0,0,6.37342,0.74343,0.11665, 
49.93344,98.67373,101.91122,98.94756,76.82089,0.15431,1960.75732,0.87503,0.21229,0.07097,13.25113,-23.02555,89.25416,65.50997,1.61185,2.75699,89.9572,15.30783,2.55797,214.87962,185.99165,0,1948.26208,93.67477,0,0,0,6.60869,0.78258,0.11842, 
50.04807,98.78312,102.11807,99.15343,76.78635,0.15464,1968.85864,0.99086,0.22073,0.08141,13.22483,-22.89357,88.8922,65.14793,2.67482,2.75388,89.46625,15.19149,2.62068,218.76109,190.00935,0,1963.11914,93.67989,0,0,0,7.01856,0.88124,0.12556, 
50.14576,99.10808,102.50664,99.53512,76.77229,0.15523,1974.33179,1.05398,0.22314,0.07645,13.29749,-22.85939,88.48548,64.74113,3.02188,2.40767,89.00187,15.20368,2.66649,222.06219,193.01997,0,1975.77771,93.68389,0,0,0,7.33181,0.93083,0.12696, 
50.23916,99.80527,103.2538,100.26481,76.75385,0.15637,1979.46252,1.07434,0.21746,0.06528,13.36737,-22.87352,88.04969,64.30527,2.84917,2.00735,88.52682,15.25583,2.69479,225.22638,196.29886,0,1987.87805,93.68753,0,0,0,7.52736,0.93645,0.12441, 
50.32165,100.70013,104.24892,101.23467,76.72266,0.15789,1984.11377,1.06345,0.20777,0.05385,13.386,-22.91459,87.65905,63.91457,2.36783,1.76649,88.09261,15.29799,2.70626,228.02979,198.96233,0,1998.56238,93.6907,0,0,0,7.63088,0.91068,0.11934, 
50.42244,102.18214,105.72231,102.67023,76.66006,0.16013,1989.63452,1.03382,0.19424,0.04741,13.35398,-22.99222,87.20139,63.45684,1.74749,1.79464,87.56165,15.31199,2.70686,231.45879,202.51483,0,2011.60706,93.69462,0,0,0,7.50992,0.8618,0.11475, 
50.49751,103.34415,106.91702,103.83396,76.59976,0.16194,1993.31335,1.0209,0.18712,0.05219,13.31067,-23.06433,86.87798,63.13337,1.44788,2.08279,87.17396,15.30189,2.70648,234.01056,205.00378,0,2021.31519,93.69767,0,0,0,7.37208,0.83207,0.11287, 
50.6057,104.74896,108.32631,105.20762,76.5072,0.16409,1997.83154,1.04244,0.18493,0.06934,13.26022,-23.1723,86.42183,62.67714,1.62007,2.83775,86.62635,15.30097,2.72056,237.68307,208.53654,0,2035.29285,93.70237,0,0,0,7.13073,0.82595,0.11583, 
50.70192,106.03915,109.73939,106.58464,76.42887,0.16624,2001.55859,1.10328,0.18931,0.1145,13.26787,-23.19135,85.98151,62.23674,2.19776,4.19825,86.17307,15.37481,2.78081,240.95401,212.07704,0,2047.70911,93.70682,0,0,0,6.87261,0.84944,0.1236, 
50.79487,106.17101,109.90617,106.75114,76.38184,0.1665,2006.08557,1.18785,0.20376,0.12656,13.32321,-23.13026,85.49322,61.74838,3.046,4.54485,85.70905,15.5589,2.85538,244.14011,215.21935,0,2059.69434,93.71131,0,0,0,6.92626,0.90981,0.13136, 
50.87745,105.93494,109.6075,106.46484,76.36299,0.16606,2011.8418,1.22772,0.21475,0.12918,13.39079,-23.04273,84.99965,61.25475,3.67097,4.42391,85.27633,15.79274,2.92179,247.01071,218.21017,0,2070.33911,93.71539,0,0,0,6.88462,0.94444,0.13718, 
50.97851,104.4533,107.60451,104.52431,76.36629,0.16303,2021.77234,1.24898,0.23383,0.10864,13.49945,-22.93894,84.30429,60.55931,4.19531,3.57109,84.71852,16.11382,2.99123,250.58546,221.40425,0,2083.36426,93.72026,0,0,0,7.07235,0.99704,0.14098, 
51.05428,102.31178,105.21362,102.20554,76.38414,0.15942,2031.23718,1.20038,0.24109,0.07021,13.56807,-22.88833,83.73743,59.9924,3.99227,2.31061,84.27706,16.31672,3.01806,253.30917,224.25381,0,2093.13062,93.72369,0,0,0,7.35443,1.00385,0.1365, 
51.1627,99.38631,102.05608,99.14333,76.39349,0.15464,2046.1814,1.05995,0.23579,0.00319,13.61791,-22.86279,82.9277,59.18259,2.94517,0.18402,83.62939,16.42852,2.99574,257.24554,228.27242,0,2107.11011,93.72789,0,0,0,7.52841,0.94522,0.12555, 
51.25909,97.28464,100.01965,97.16955,76.36957,0.15157,2058.37256,0.92814,0.22656,-0.05304,13.6326,-22.88307,82.28402,58.53883,1.93726,-1.29769,83.0477,16.31755,2.89468,260.73941,231.87808,0,2119.53564,93.72896,0,0,0,7.20722,0.86385,0.11986, 
51.34571,96.1196,98.96563,96.14938,76.32724,0.14998,2066.56006,0.85506,0.22078,-0.08217,13.68255,-22.95385,81.8108,58.06555,1.48338,-1.88036,82.52628,16.08376,2.74213,263.84134,234.87076,0,2130.69775,93.72588,0,0,0,6.82295,0.81332,0.1192, 
51.44514,95.75631,98.80664,95.99947,76.27048,0.14974,2071.55078,0.8569,0.21946,-0.08282,13.84905,-23.11854,81.39939,57.65406,1.73673,-1.5495,81.92654,15.77367,2.53646,267.33978,238.26797,0,2143.50195,93.71783,0,0,0,6.79733,0.81625,0.12008, 
51.53968,96.08512,99.28022,96.46377,76.22101,0.15047,2072.3147,0.91458,0.22224,-0.06586,14.13836,-23.35814,81.13024,57.38484,2.41338,-0.76781,81.34653,15.52624,2.35872,270.60724,241.91794,0,2155.66699,93.70765,0,0,0,6.99915,0.86084,0.12299, 
51.61451,96.76603,100.08263,97.24668,76.18653,0.15169,2070.99829,0.98315,0.22526,-0.04469,14.44716,-23.60044,80.98923,57.24378,2.99707,-0.09172,80.87553,15.40473,2.24871,273.16415,244.23634,0,2165.28979,93.6998,0,0,0,7.19762,0.90941,0.12635, 
51.72257,98.09743,101.58664,98.71279,76.14012,0.15398,2067.86743,1.07474,0.22813,-0.01205,14.95483,-24.02319,80.87745,57.1319,3.60297,0.62237,80.17475,15.36156,2.14085,276.83749,248.04076,0,2179.18018,93.6905,0,0,0,7.35125,0.96409,0.13115, 
51.81856,99.37024,102.86527,99.9596,76.09525,0.15593,2065.37085,1.1226,0.22763,0.00874,15.39129,-24.45037,80.84108,57.09547,3.73997,0.81257,79.53484,15.42235,2.08665,280.10504,251.18477,0,2191.51196,93.68433,0,0,0,7.40976,0.98218,0.13255, 
51.91217,100.30936,103.72218,100.79655,76.04462,0.15724,2063.99951,1.14,0.22589,0.01502,15.75957,-24.90467,80.84103,57.09534,3.62335,0.66541,78.89674,15.51816,2.0522,283.30722,254.35858,0,2203.52979,93.68015,0,0,0,7.44845,0.9812,0.13173, 
52.00536,100.33506,103.483,100.56835,75.99003,0.15688,2063.75,1.10356,0.22454,0.01523,16.05163,-25.40636,80.8636,57.11785,3.27035,0.45778,78.25867,15.59233,2.02225,286.51157,257.68942,0,2215.48584,93.67765,0,0,0,7.39545,0.95464,0.12908, 
52.09798,99.74253,102.76868,99.87836,75.93484,0.15581,2063.99463,1.05674,0.22458,0.01449,16.28562,-25.96146,80.8926,57.14678,2.94184,0.35807,77.63956,15.60365,1.99455,289.70187,260.8042,0,2227.35962,93.67662,0,0,0,7.32971,0.92715,0.12649, 
52.17258,99.01516,101.97779,99.11307,75.89403,0.15461,2064.02954,1.02769,0.22702,0.01459,16.45522,-26.44791,80.91124,57.16536,2.83931,0.39472,77.14787,15.57177,1.97174,292.2673,263.34418,0,2236.91699,93.67664,0,0,0,7.2699,0.91553,0.12593, 
52.28043,97.61207,100.45512,97.63786,75.84753,0.15232,2063.23779,1.00035,0.234,0.02215,16.69969,-27.19593,80.92279,57.17683,2.90697,0.86417,76.44814,15.48067,1.94386,295.95969,267.00977,0,2250.72729,93.67766,0,0,0,7.22535,0.91772,0.12701, 
52.37737,96.0685,98.89205,96.12284,75.82327,0.14995,2061.38257,0.99179,0.24304,0.03879,16.92665,-27.83352,80.91821,57.17216,3.14679,1.7332,75.83029,15.38223,1.93588,299.25735,270.49231,0,2263.13477,93.6792,0,0,0,7.2246,0.93809,0.12985, 
52.46424,94.64378,97.47395,94.748,75.81417,0.14781,2058.84692,0.98636,0.25052,0.06626,17.13105,-28.28231,80.90131,57.1552,3.40759,2.87985,75.29737,15.29419,1.95376,302.19455,273.24878,0,2274.25122,93.68084,0,0,0,7.14438,0.95979,0.13434, 
52.56347,93.02329,96.0929,93.40978,75.81237,0.14572,2055.11694,0.97833,0.25705,0.10507,17.34906,-28.56581,80.8531,57.10693,3.64514,4.51044,74.72801,15.20695,2.02156,305.53159,276.9375,0,2286.948,93.68276,0,0,0,6.94034,0.9795,0.14113, 
52.65789,91.7935,95.1485,92.49562,75.80915,0.1443,2050.9978,0.96653,0.25897,0.14747,17.51718,-28.54017,80.75729,57.01103,3.67323,6.12986,74.24064,15.1383,2.14025,308.69202,279.85834,0,2299.0293,93.68446,0,0,0,6.64086,0.98773,0.14873, 
52.7321,91.11448,94.75742,92.11846,75.79843,0.14371,2047.495,0.95062,0.25692,0.17869,17.59935,-28.25531,80.63387,56.88755,3.54385,7.29899,73.90302,15.0912,2.2482,311.1669,282.40259,0,2308.52319,93.68566,0,0,0,6.34205,0.98045,0.1546, 
52.84047,90.72573,94.75351,92.11897,75.76072,0.14372,2042.04553,0.92307,0.24956,0.2201,17.5991,-27.39308,80.345,56.59861,3.09641,8.61823,73.49069,15.02597,2.40236,314.7674,285.94595,0,2322.38403,93.68717,0,0,0,5.94431,0.954,0.16049, 
52.93706,90.97295,95.21927,92.57572,75.70059,0.14443,2036.79639,0.89304,0.23944,0.24155,17.45096,-26.22009,79.94881,56.20235,2.54556,9.19671,73.2028,14.95725,2.53623,317.96094,289.1153,0,2334.72998,93.68832,0,0,0,5.67574,0.91562,0.16132, 
53.02446,91.19795,95.31635,92.67352,75.63717,0.14458,2031.58838,0.88802,0.23761,0.23379,17.18645,-24.85862,79.45876,55.71222,2.4553,8.95142,72.97926,14.8859,2.65463,320.83447,292.03436,0,2345.89038,93.68929,0,0,0,5.71928,0.90854,0.15886, 
53.12439,91.58469,95.58727,92.94102,75.56398,0.145,2025.01062,0.88237,0.23354,0.21715,16.7535,-23.05024,78.75221,55.0056,2.33394,8.41389,72.74667,14.79415,2.78685,324.09988,295.52539,0,2358.64014,93.69043,0,0,0,5.82082,0.8975,0.15419, 
53.20485,91.96847,95.91895,93.26656,75.50632,0.14551,2019.18799,0.87983,0.23051,0.20015,16.32018,-21.45407,78.07675,54.33008,2.22118,7.7726,72.57472,14.71156,2.89094,326.71191,297.78439,0,2368.89771,93.69144,0,0,0,5.97322,0.88856,0.14876, 
53.30977,92.66508,96.42204,93.76007,75.43597,0.14628,2010.81287,0.87482,0.22586,0.1685,15.67543,-19.23671,77.07059,53.32384,2.12091,6.72042,72.36443,14.58922,3.02354,330.09143,301.44763,0,2382.2605,93.69295,0,0,0,6.16827,0.8738,0.14166, 
53.40481,93.39985,96.89848,94.22717,75.38074,0.14701,2002.37659,0.87793,0.22357,0.13694,15.05223,-17.14904,76.06107,52.31425,2.06503,5.55109,72.17981,14.46785,3.14066,333.12561,304.48926,0,2394.35522,93.69456,0,0,0,6.42952,0.86767,0.13495, 
53.4982,93.97491,97.31988,94.64064,75.33836,0.14766,1993.3125,0.88282,0.22297,0.09899,14.43668,-15.07404,75.00399,51.2571,2.13298,4.24844,71.9949,14.34383,3.24528,336.08063,307.33395,0,2406.23267,93.69646,0,0,0,6.65838,0.86399,0.12976, 
53.58729,94.44778,97.67892,94.99317,75.31206,0.14821,1984.026,0.89465,0.22454,0.06061,13.87627,-13.11104,73.96646,50.2195,2.27552,2.90275,71.80665,14.22729,3.29523,338.875,310.24713,0,2417.55884,93.6986,0,0,0,6.88547,0.8681,0.12608, 
53.69143,94.84973,97.94964,95.2606,75.30256,0.14863,1972.55969,0.91453,0.22899,0.00959,13.28961,-10.89685,72.7624,49.01536,2.58256,1.23136,71.56305,14.10433,3.27631,342.1142,313.4986,0,2430.79443,93.70145,0,0,0,7.06294,0.88108,0.12475, 
53.77639,94.97257,98.03754,95.3492,75.31291,0.14877,1962.97205,0.93472,0.23385,-0.02623,12.88325,-9.19883,71.826,48.0789,2.91048,-0.11423,71.34305,14.02479,3.20052,344.73914,316.0127,0,2441.59302,93.70404,0,0,0,7.09259,0.89792,0.1266, 
53.8868,94.82515,97.90308,95.22286,75.34943,0.14858,1950.68835,0.96407,0.24044,-0.07824,12.45654,-7.19467,70.72127,46.97408,3.35131,-1.76853,71.02869,13.95821,3.03499,348.1348,319.37708,0,2455.6311,93.7077,0,0,0,6.97782,0.92767,0.13295, 
53.9871,94.59969,97.94691,95.26941,75.40347,0.14865,1940.18152,1.00922,0.2476,-0.12194,12.15923,-5.59689,69.87885,46.13158,3.91142,-3.16591,70.7139,13.94109,2.82102,351.21356,322.56503,0,2468.39233,93.71116,0,0,0,6.82015,0.96955,0.14216, 
54.11521,94.68268,98.14809,95.47005,75.50867,0.14897,1929.005,1.07278,0.25577,-0.15767,11.85188,-4.02451,69.09827,45.35091,4.35198,-4.40421,70.27741,14.05125,2.49443,355.16574,326.5928,0,2484.70947,93.71564,0,0,0,6.85283,1.02761,0.14995, 
54.22634,94.56854,97.94315,95.27509,75.60596,0.14866,1922.41589,1.03808,0.24715,-0.16369,11.58484,-3.30384,68.72224,44.97479,3.73828,-4.52762,69.90302,14.15774,2.20621,358.62872,330.02884,0,2498.88354,93.71948,0,0,0,6.84638,1.00156,0.14629, 
54.31626,94.39838,97.65131,94.99473,75.66758,0.14823,1918.53308,0.95979,0.23404,-0.1516,11.34192,-3.04911,68.64492,44.8974,2.69296,-4.08793,69.6243,14.16076,1.97883,361.44348,332.98849,0,2510.36401,93.72256,0,0,0,6.8667,0.93501,0.13617, 
54.44042,94.24486,97.25442,94.61344,75.71973,0.14764,1912.89392,0.82682,0.21751,-0.11245,10.9831,-2.9697,68.85555,45.10794,1.03677,-2.93921,69.30643,13.97447,1.67308,365.30756,336.67966,0,2526.22729,93.72682,0,0,0,6.82036,0.81703,0.11979, 
54.53285,94.08585,96.98364,94.35357,75.7401,0.14723,1906.49841,0.73334,0.21022,-0.0785,10.73672,-2.98494,69.19403,45.44634,0.0296,-1.99033,69.13216,13.68143,1.47113,368.13278,339.56781,0,2538.04175,93.72995,0,0,0,6.58964,0.73163,0.11103, 
54.63922,93.80237,96.62312,94.00673,75.75894,0.14669,1895.09912,0.67004,0.2083,-0.04294,10.54923,-2.9827,69.70584,45.95808,-0.47475,-1.01757,68.99333,13.22822,1.29469,371.29477,342.56958,0,2551.64111,93.73351,0,0,0,6.32674,0.6746,0.10663, 
54.75156,93.45502,96.26553,93.66286,75.78925,0.14616,1877.42371,0.67066,0.21217,-0.01327,10.53542,-2.86786,70.30431,46.55646,-0.18202,-0.29264,68.90638,12.7055,1.18724,374.51486,345.32242,0,2566.00977,93.73714,0,0,0,6.37012,0.67855,0.10652, 
54.85941,93.23809,96.07912,93.4852,75.83742,0.14588,1855.70117,0.73207,0.21912,0.00514,10.72896,-2.64238,70.8689,47.12097,0.6715,0.0938,68.86173,12.26923,1.14524,377.495,348.28043,0,2579.80908,93.74045,0,0,0,6.7212,0.74058,0.11019, 
54.98307,93.21045,96.00836,93.42042,75.91029,0.14578,1827.38855,0.81543,0.22735,0.01856,11.1568,-2.27503,71.4539,47.70587,1.62393,0.32028,68.83689,11.91203,1.13323,380.8085,351.35132,0,2595.64673,93.74404,0,0,0,7.11574,0.82403,0.1158, 
55.07515,92.97578,95.91737,93.3349,75.96551,0.14565,1805.43018,0.84119,0.23022,0.03258,11.55517,-1.90489,71.82917,48.08107,1.80401,0.62247,68.84243,11.71437,1.14551,383.22604,353.65326,0,2607.44922,93.74657,0,0,0,7.30707,0.85234,0.11665, 
55.18037,93.16171,96.15389,93.56837,76.01632,0.14602,1780.27588,0.86524,0.22865,0.04602,12.03133,-1.56191,72.16566,48.41748,1.62515,0.89182,68.87893,11.5348,1.18419,385.94736,355.96878,0,2620.94507,93.74935,0,0,0,7.62151,0.87415,0.1147, 
55.29198,93.67538,96.70136,94.10471,76.04243,0.14685,1753.91199,0.84737,0.22148,0.05069,12.49243,-1.42916,72.41198,48.66372,1.16344,1.16714,68.93449,11.34324,1.24017,388.79199,358.61929,0,2635.26929,93.7522,0,0,0,7.53996,0.84819,0.11249, 
55.40011,94.25006,97.27802,94.66927,76.04232,0.14774,1728.31274,0.82093,0.21581,0.05102,12.86756,-1.35124,72.56456,48.81622,0.77864,1.39967,68.99458,11.12108,1.30094,391.49829,361.28259,0,2649.14648,93.75491,0,0,0,7.31416,0.81258,0.1111, 
55.50789,94.68138,97.63472,95.01972,76.02796,0.14828,1702.24524,0.81876,0.21551,0.04941,13.1817,-1.18829,72.65545,48.90702,0.84293,1.55778,69.05605,10.88085,1.36146,394.1398,363.80823,0,2662.97852,93.75764,0,0,0,7.12754,0.80282,0.11264, 
55.61471,94.70731,97.65624,95.04391,76.01278,0.14832,1675.91394,0.85731,0.22268,0.04445,13.45772,-0.84441,72.70493,48.95641,1.55125,1.56524,69.11467,10.67456,1.41197,396.70398,366.26035,0,2676.68359,93.7603,0,0,0,7.07987,0.8361,0.1181, 
